1.899313 4.06680757268783
2.383654 5.02999294591257
2.81181 5.81640159078784
3.197126 6.5334559884672
3.574209 7.25520141075334
4.220722 8.31447566908569
4.408489 8.65798160626544
4.799572 9.35896598210017
5.268047 10.1649916554044
5.63151 10.824458094292
6.037043 11.5662068346629
6.424332 12.2940948997009
6.852199 13.0339106684345
7.219257 13.6730609050778
7.61739 14.3896412103579
8.017946 15.1279386206885
8.435963 15.8906827767699
8.978794 16.8421853086905
9.23581 17.3281877517743
9.632723 18.0476596327425
10.03772 18.7822047894163
10.43962 19.5553182093258
10.83044 20.3128776816088
11.23259 21.064205083362
11.64085 21.8466911220417
12.04184 22.6028929265357
12.43808 23.4553460590273
12.86948 24.236953287653
13.25415 24.9290801337367
13.66957 25.6504825063292
14.0606 26.322414109656
14.45034 27.0256231352891
14.8618 27.7305463930824
15.25014 28.4208708857439
15.66202 29.1522669551006
16.05737 29.871174202391
16.48248 30.5911525780716
16.87294 31.2889133429164
17.27971 31.9995262996616
17.67313 32.6854840083363
18.09309 33.407603776471
18.48684 34.1221535507195
18.89043 34.8175618803041
19.28736 35.5078132170852
19.69279 36.2110202223336
19.99488 36.753903210351
19.99407 36.7570231242421
22.56007 41.1380539206234
24.18709 43.908132420377
26.19849 47.3315813993307
28.17717 50.6130571467445
30.13481 53.9188759043823
32.22326 57.3185705353648
34.1945 60.5467873731242
36.17182 63.7549946195911
38.17731 66.9665199694071
40.16819 70.1784364819765
42.19196 73.4028330694334
44.24625 76.6125027862745
46.21688 79.6820579748886
48.55492 83.2215995088372
50.19585 85.6067478558192
52.19337 88.5262452475282
54.21349 91.5736789679669
56.20829 94.7883625694524
58.20181 97.6283539403416
60.21315 100.330872358596
62.20774 103.469596939264
64.19821 106.558983530544
66.2112 109.595852094697
68.26838 112.64025925002
70.20197 115.542737084825
72.18573 118.551236259632
74.19659 121.563581588091
76.22035 124.550141609379
78.19917 127.439031545243
80.28106 130.448221117445
82.21421 133.349259239092
84.20564 136.245254104604
86.21335 139.211585548849
88.23021 142.148513632342
90.13257 144.97547055627
92.24104 148.047027773068
94.19033 150.905843425763
96.20029 153.863016768009
98.17065 156.761529772136
100.1684 159.707322771263
102.5508 163.268384917433
104.2372 165.602624191307
106.2159 168.528038061656
108.1859 171.439732422177
110.2236 174.368891432241
112.1669 177.208375784043
114.1593 180.105271397852
116.1679 183.028646454553
118.2203 186.00470850961
120.1797 188.891318870145
122.2079 191.817160737849
124.1676 194.673875003915
126.1884 197.639856113446
128.1768 200.526724844102
130.1734 203.385545454806
132.1779 206.335127892136
134.1469 209.153345965735
136.1801 212.19795244752
138.2167 215.047304640952
140.2337 217.996254240376
142.153 220.801525200642
144.2317 223.861595919456
146.2299 226.732204921079
148.1085 229.556357848294
150.1635 232.741556656032
152.1979 235.547958629688
154.1906 238.483604389853
156.177 241.293529495569
158.1978 244.2405838191
160.1694 247.144804775948
162.196 250.111038597076
164.2291 252.998248291053
166.184 255.839445089873
168.2023 258.819119775096
170.2245 261.731733553312
172.1825 264.391254573299
174.1906 267.368210072435
176.2188 270.19529367919
178.165 273.051105864825
180.2102 276.129611468895
182.1819 278.927702641954
184.2229 281.777968044246
186.196 284.59278755277
188.2429 287.540919753948
190.1522 290.466986633225
192.1873 293.260493078905
194.1962 296.41779460803
196.1658 298.909070371409
198.1771 301.934141401151
200.245 305.092819613699
202.2005 307.683564906604
204.1746 310.94423092344
206.1893 313.742305426427
208.1923 316.612499050328
210.1993 319.480181440975
212.2219 322.498915702801
214.1933 325.540037858893
216.1693 328.44133042347
218.2018 331.398035564818
220.194 334.312796433101
222.1847 336.827316870874
224.2539 340.084969600489
226.1916 342.879518929514
228.1317 345.886180149326
230.1408 348.639563917161
232.5018 351.409410090592
234.2014 353.771072135242
236.2395 356.124780188151
238.1405 359.263001958008
240.2107 361.894980240605
242.2181 365.711548442343
244.2451 369.095226246983
246.1831 371.622670664471
248.2264 375.265306855955
250.2032 377.319800456201
252.2289 380.613670819676
254.1393 382.774889758754
256.1917 386.619940636405
258.2214 390.042113618625
260.2667 393.166958815547
262.2217 396.045341701308
264.1608 398.80485523525
266.1905 402.188324331673
268.1794 404.523066401671
270.1813 408.910659944242
272.2151 413.12970132989
274.2427 417.910052588495
276.158 417.936889657503
278.2017 420.978144255048
280.176 423.918100880035
282.1732 427.762176334763
284.2144 430.670817837594
286.2021 433.190846278208
288.2192 435.923522407355
290.1279 438.858465392031
292.1519 442.625277603105
294.1683 445.592454550608
296.2216 448.874995416719
298.1924 452.751035908664
299.9847 454.080605385012
